suit; 0.71484625 ; 0.99860375 ; 0.9999899999999999
nt; 0.636265 ; 0.98498 ; 0.9992075
suit; 0.7063725 ; 0.99847375 ; 0.9999875
nt; 0.621295 ; 0.982495 ; 0.9989925
suit; 0.716075 ; 0.9986825 ; 0.9999906249999999
nt; 0.6347525 ; 0.98494 ; 0.9993
suit; 0.7096175 ; 0.998496875 ; 0.999993125
nt; 0.6312725 ; 0.98471 ; 0.99926
suit; 0.715980625 ; 0.998625625 ; 0.9999931249999999
nt; 0.6368625 ; 0.9852325 ; 0.99935
suit; 0.71596125 ; 0.9986875 ; 0.99999125
nt; 0.633465 ; 0.984655 ; 0.9992325
suit; 0.7138450000000001 ; 0.998609375 ; 0.99999
nt; 0.6326875 ; 0.9842775 ; 0.9991275
suit; 0.7141025000000001 ; 0.9985812500000001 ; 0.999990625
nt; 0.63486 ; 0.98466 ; 0.9992275
suit; 0.71222625 ; 0.9985306249999999 ; 0.9999906249999999
nt; 0.63336 ; 0.985 ; 0.999325
suit; 0.7140712499999999 ; 0.99858875 ; 0.999989375
nt; 0.63539 ; 0.98465 ; 0.9992425
