Wall time,Step,Value
1682342117.3944292,1115,-208.4600067138672
1682342117.6574328,1117,-183.55999755859375
1682342117.79057,1118,-162.24000549316406
1682342118.0599117,1120,-185.9600067138672
1682342118.1934483,1121,-174.00999450683594
1682342118.3287134,1122,-217.0800018310547
1682342118.4627056,1123,-185.8300018310547
1682342118.8577375,1126,-188.22000122070312
1682342118.9891512,1127,-196.72000122070312
1682342119.2630262,1129,-160.88999938964844
1682342119.432173,1130,-169.24000549316406
1682342119.5923345,1131,-154.5
1682342119.7192273,1132,-205.91000366210938
1682342119.8495235,1133,-221.57000732421875
1682342119.9943454,1134,-168.25999450683594
1682342120.1179578,1135,-188.7100067138672
1682342120.2488756,1136,-194.07000732421875
1682342120.38183,1137,-139.41000366210938
1682342120.5178945,1138,-185.6300048828125
1682342120.7845623,1140,-178.69000244140625
1682342120.9229198,1141,-202.07000732421875
1682342121.190875,1143,-170.75999450683594
1682342121.584242,1146,-195.9499969482422
1682342121.7145767,1147,-188.05999755859375
1682342121.9931393,1149,-175.60000610351562
1682342122.118903,1150,-184.6999969482422
1682342122.251419,1151,-187.0
1682342122.3912385,1152,-181.5399932861328
1682342122.523364,1153,-181.5399932861328
1682342122.6602914,1154,-193.57000732421875
1682342123.016515,1156,-183.69000244140625
1682342123.5501394,1160,-174.69000244140625
1682342123.6758292,1161,-152.66000366210938
1682342123.944451,1163,-187.8300018310547
1682342124.206261,1165,-183.9199981689453
1682342124.4660997,1167,-156.63999938964844
1682342124.6003525,1168,-165.92999267578125
1682342125.2804072,1173,-218.19000244140625
1682342125.4164956,1174,-199.77999877929688
1682342125.552499,1175,-201.33999633789062
1682342125.8322964,1177,-181.69000244140625
1682342125.9730039,1178,-175.11000061035156
1682342126.1125124,1179,-221.22999572753906
1682342126.3760002,1181,-200.0500030517578
1682342126.6638017,1183,-173.5800018310547
1682342126.9326718,1185,-182.83999633789062
1682342127.2033355,1187,-183.72000122070312
1682342127.471594,1189,-196.1300048828125
1682342127.608143,1190,-173.89999389648438
1682342127.734107,1191,-194.44000244140625
1682342128.1521766,1194,-163.67999267578125
1682342128.2915397,1195,-160.57000732421875
1682342128.4224582,1196,-190.0500030517578
1682342128.5546253,1197,-163.39999389648438
1682342128.693818,1198,-145.4600067138672
1682342128.8282838,1199,-172.25
1682342129.2529557,1202,-174.27999877929688
1682342129.3857102,1203,-175.61000061035156
1682342129.7777634,1206,-173.8300018310547
1682342129.909592,1207,-176.08999633789062
1682342130.0675004,1208,-192.66000366210938
1682342130.3262987,1210,-195.47999572753906
1682342130.4593537,1211,-159.49000549316406
1682342130.8744793,1214,-160.69000244140625
1682342131.0011673,1215,-168.52999877929688
1682342131.1423764,1216,-170.75999450683594
1682342131.415522,1218,-175.50999450683594
1682342131.5657356,1219,-166.63999938964844
1682342131.9566329,1222,-183.47999572753906
1682342132.0956857,1223,-202.7899932861328
1682342132.2251766,1224,-191.77000427246094
1682342132.499001,1226,-159.88999938964844
1682342132.8859935,1229,-175.22000122070312
1682342133.0200891,1230,-174.6300048828125
1682342133.4179463,1233,-206.30999755859375
1682342133.5696397,1234,-163.30999755859375
1682342133.6900933,1235,-152.49000549316406
1682342134.2117438,1239,-174.91000366210938
1682342134.4755502,1241,-175.1300048828125
1682342134.6142972,1242,-164.02999877929688
1682342134.7510388,1243,-167.10000610351562
1682342134.8839633,1244,-169.77000427246094
1682342135.0150135,1245,-193.5
1682342135.1560466,1246,-165.60000610351562
1682342135.2813916,1247,-176.38999938964844
1682342135.68428,1250,-199.38999938964844
1682342135.8145962,1251,-194.44000244140625
1682342135.9483016,1252,-199.2899932861328
1682342136.0802422,1253,-174.0800018310547
1682342136.35059,1255,-165.1999969482422
1682342136.6141305,1257,-182.85000610351562
1682342136.7519474,1258,-162.50999450683594
1682342137.158481,1261,-183.6300048828125
1682342137.302665,1262,-179.6699981689453
1682342137.5650558,1264,-209.88999938964844
1682342137.6927288,1265,-168.55999755859375
1682342137.8288627,1266,-175.92999267578125
1682342138.0950859,1268,-164.0500030517578
1682342138.2294157,1269,-183.50999450683594
1682342138.6333356,1272,-170.27999877929688
1682342138.7685628,1273,-174.36000061035156
1682342139.2919466,1277,-203.88999938964844
1682342139.4291205,1278,-200.72000122070312
1682342139.5662642,1279,-228.4499969482422
1682342139.6901422,1280,-191.6999969482422
1682342139.8294945,1281,-149.05999755859375
1682342140.1090565,1283,-197.0500030517578
1682342140.2431722,1284,-211.5399932861328
1682342140.5199463,1286,-185.02999877929688
1682342140.6567621,1287,-180.00999450683594
1682342140.935683,1289,-158.7100067138672
1682342141.208616,1291,-180.41000366210938
1682342141.3337703,1292,-178.07000732421875
1682342141.4717999,1293,-174.61000061035156
1682342141.6051474,1294,-155.75
1682342141.8617003,1296,-232.5500030517578
1682342142.0071378,1297,-141.1199951171875
1682342142.2706838,1299,-190.0
1682342142.406394,1300,-161.3699951171875
1682342142.6947124,1302,-149.2100067138672
1682342142.8342729,1303,-175.27999877929688
1682342143.1050112,1305,-167.16000366210938
1682342143.2370725,1306,-213.6300048828125
1682342143.3695588,1307,-179.07000732421875
1682342143.502653,1308,-153.69000244140625
1682342143.8958006,1311,-175.67999267578125
1682342144.3100312,1314,-142.67999267578125
1682342144.4436064,1315,-196.6300048828125
1682342144.5822072,1316,-194.2100067138672
1682342145.2622657,1321,-197.49000549316406
1682342145.534842,1323,-168.9499969482422
1682342145.6759753,1324,-140.8000030517578
1682342145.815857,1325,-190.6300048828125
1682342145.9755018,1326,-145.91000366210938
1682342146.1023917,1327,-169.3000030517578
1682342146.3730457,1329,-159.6699981689453
1682342147.0481408,1334,-227.07000732421875
1682342147.3209162,1336,-173.13999938964844
1682342148.136698,1342,-174.1300048828125
1682342148.2714558,1343,-180.86000061035156
1682342148.5439737,1345,-168.42999267578125
1682342148.6927588,1346,-182.35000610351562
1682342148.9550755,1348,-140.6300048828125
1682342149.088233,1349,-225.63999938964844
1682342149.4866273,1352,-171.27999877929688
1682342149.6237054,1353,-177.91000366210938
1682342149.8835804,1355,-153.36000061035156
1682342150.0177174,1356,-168.17999267578125
1682342150.1475945,1357,-196.27999877929688
1682342150.2823594,1358,-198.02000427246094
1682342150.4079597,1359,-182.82000732421875
1682342150.6764283,1361,-216.94000244140625
1682342151.2313876,1365,-180.11000061035156
1682342151.3627558,1366,-178.83999633789062
1682342151.5019362,1367,-178.82000732421875
1682342151.6396377,1368,-175.88999938964844
1682342151.772112,1369,-226.60000610351562
1682342152.3126383,1373,-194.97000122070312
1682342152.440881,1374,-192.5800018310547
1682342152.5714765,1375,-185.47999572753906
1682342152.7038202,1376,-197.64999389648438
1682342152.837772,1377,-174.92999267578125
1682342153.370479,1381,-209.9499969482422
1682342153.509578,1382,-149.05999755859375
1682342154.1380086,1386,-165.80999755859375
1682342154.308449,1387,-214.72000122070312
1682342154.4349742,1388,-205.08999633789062
1682342154.8386023,1391,-184.5
1682342154.971672,1392,-235.30999755859375
1682342155.2499883,1394,-178.3300018310547
1682342155.433853,1395,-154.00999450683594
1682342155.7411828,1397,-164.61000061035156
1682342155.9212325,1398,-199.16000366210938
1682342156.1994832,1400,-173.49000549316406
1682342156.3485563,1401,-174.58999633789062
1682342156.7356608,1404,-182.5399932861328
1682342156.8850262,1405,-192.99000549316406
1682342157.017675,1406,-186.07000732421875
1682342157.1535609,1407,-169.13999938964844
1682342158.1011963,1414,-175.00999450683594
1682342158.5026243,1417,-199.5800018310547
1682342158.6285703,1418,-149.02000427246094
1682342158.895056,1420,-202.00999450683594
1682342159.1548772,1422,-149.39999389648438
1682342159.2972054,1423,-153.85000610351562
1682342159.6966817,1426,-179.1999969482422
1682342159.837682,1427,-190.77999877929688
1682342160.1248114,1429,-184.6699981689453
1682342160.5301807,1432,-161.16000366210938
1682342160.6644104,1433,-184.22000122070312
1682342160.8079848,1434,-169.83999633789062
1682342160.943105,1435,-189.24000549316406
1682342161.2154014,1437,-175.08999633789062
1682342161.4923441,1439,-163.4499969482422
1682342161.6210773,1440,-158.32000732421875
1682342161.7528718,1441,-180.24000549316406
1682342161.8781617,1442,-179.10000610351562
1682342162.2862267,1445,-131.16000366210938
1682342162.551938,1447,-182.33999633789062
1682342162.687229,1448,-150.19000244140625
1682342162.8314955,1449,-175.27000427246094
1682342162.9598236,1450,-162.35000610351562
1682342163.096338,1451,-172.6300048828125
1682342163.233057,1452,-182.0399932861328
1682342163.3661802,1453,-204.91000366210938
1682342163.627924,1455,-164.94000244140625
1682342163.770755,1456,-186.58999633789062
1682342163.900144,1457,-166.77999877929688
1682342164.0343213,1458,-197.74000549316406
1682342164.1691136,1459,-212.64999389648438
1682342164.3079045,1460,-159.61000061035156
1682342164.440935,1461,-185.75
1682342164.5678303,1462,-175.42999267578125
1682342164.697793,1463,-208.07000732421875
1682342164.8298464,1464,-225.3000030517578
1682342164.9584303,1465,-232.60000610351562
1682342165.7575538,1471,-183.3800048828125
1682342166.1706018,1474,-152.77000427246094
1682342166.3077374,1475,-206.60000610351562
1682342166.5846488,1477,-174.3699951171875
1682342166.7546759,1478,-198.6300048828125
1682342167.291927,1482,-146.44000244140625
1682342167.430054,1483,-202.11000061035156
1682342167.560464,1484,-156.75999450683594
1682342167.687704,1485,-220.32000732421875
1682342168.097209,1488,-179.8800048828125
1682342168.2369728,1489,-168.4199981689453
1682342168.3808913,1490,-196.7100067138672
1682342168.5173614,1491,-154.25
1682342168.6488917,1492,-182.11000061035156
1682342168.9288704,1494,-214.22999572753906
1682342169.060431,1495,-182.5
1682342169.6045403,1499,-195.50999450683594
1682342169.735449,1500,-203.3000030517578
1682342169.8792334,1501,-221.47000122070312
1682342170.157286,1503,-171.88999938964844
1682342170.5694306,1506,-172.1300048828125
1682342171.126559,1510,-185.3000030517578
1682342171.2646282,1511,-188.14999389648438
1682342171.3964307,1512,-203.4199981689453
1682342171.5696769,1513,-148.6199951171875
1682342171.700636,1514,-160.32000732421875
1682342171.9792376,1516,-215.6699981689453
1682342172.1130204,1517,-197.60000610351562
1682342173.0453942,1524,-164.3699951171875
1682342173.4478061,1527,-144.72999572753906
1682342173.706373,1529,-178.36000061035156
1682342173.9840763,1531,-173.5399932861328
1682342174.3782737,1534,-196.3699951171875
1682342174.5172265,1535,-176.8000030517578
1682342174.9201074,1538,-171.22999572753906
1682342175.05041,1539,-181.8000030517578
1682342175.1777534,1540,-216.19000244140625
1682342175.3070357,1541,-149.77999877929688
1682342175.444982,1542,-180.39999389648438
1682342175.976122,1546,-140.74000549316406
1682342176.243546,1548,-197.63999938964844
1682342176.3708417,1549,-184.35000610351562
1682342176.5115018,1550,-170.6300048828125
1682342176.7764094,1552,-164.9600067138672
1682342176.9142373,1553,-187.36000061035156
1682342177.0467622,1554,-190.91000366210938
1682342177.3147595,1556,-195.02000427246094
1682342177.5874336,1558,-190.17999267578125
1682342177.8500602,1560,-192.27999877929688
1682342177.9880245,1561,-181.94000244140625
1682342178.2437794,1563,-145.91000366210938
1682342178.3727922,1564,-190.1999969482422
1682342178.53304,1565,-148.5
1682342178.6538281,1566,-203.9600067138672
1682342178.7903972,1567,-157.67999267578125
1682342179.0574794,1569,-151.85000610351562
1682342179.3248994,1571,-172.9199981689453
1682342179.4647744,1572,-165.69000244140625
1682342179.5978394,1573,-204.33999633789062
1682342179.7261586,1574,-165.1699981689453
1682342179.8539822,1575,-181.49000549316406
1682342180.114556,1577,-196.75999450683594
1682342180.3855944,1579,-207.47999572753906
1682342180.532761,1580,-185.22000122070312
1682342180.663526,1581,-176.38999938964844
1682342180.7984612,1582,-207.72000122070312
1682342180.9334297,1583,-190.27000427246094
1682342181.3316474,1586,-184.57000732421875
1682342181.8550744,1590,-190.39999389648438
1682342182.0042422,1591,-153.27000427246094
1682342182.5405283,1595,-191.8699951171875
1682342182.664561,1596,-167.3699951171875
1682342182.7992446,1597,-160.50999450683594
1682342182.9307463,1598,-192.63999938964844
1682342183.2032475,1600,-161.3000030517578
