Wall time,Step,Value
1682342102.2815433,1005,-192.1699981689453
1682342102.415602,1006,-168.5399932861328
1682342102.546567,1007,-161.97999572753906
1682342102.6717393,1008,-240.72999572753906
1682342103.2013452,1012,-183.9600067138672
1682342103.4755464,1014,-192.52999877929688
1682342103.7385588,1016,-198.3000030517578
1682342103.8803496,1017,-182.08999633789062
1682342104.0101397,1018,-168.91000366210938
1682342104.409277,1021,-206.69000244140625
1682342104.6674285,1023,-177.52000427246094
1682342105.2086818,1027,-209.6300048828125
1682342105.4888587,1029,-202.66000366210938
1682342105.6175845,1030,-185.80999755859375
1682342105.915853,1032,-201.32000732421875
1682342106.444607,1036,-180.50999450683594
1682342106.5810006,1037,-146.27999877929688
1682342106.7138152,1038,-160.3000030517578
1682342106.852326,1039,-187.55999755859375
1682342106.9878783,1040,-177.9499969482422
1682342107.6292722,1044,-211.42999267578125
1682342108.0228865,1046,-173.6999969482422
1682342108.1498234,1047,-183.35000610351562
1682342108.5567992,1050,-162.02000427246094
1682342108.9566429,1053,-173.22000122070312
1682342109.0924935,1054,-199.05999755859375
1682342109.2235775,1055,-182.6999969482422
1682342109.4942038,1057,-175.22000122070312
1682342109.7616932,1059,-198.7100067138672
1682342109.8970864,1060,-203.82000732421875
1682342110.0245414,1061,-210.72000122070312
1682342110.310476,1063,-199.14999389648438
1682342110.719139,1066,-191.7899932861328
1682342110.8723898,1067,-194.42999267578125
1682342111.0026548,1068,-195.55999755859375
1682342111.272389,1070,-194.5
1682342111.4191508,1071,-170.8699951171875
1682342111.5457315,1072,-180.2899932861328
1682342111.6750197,1073,-198.22000122070312
1682342111.8269491,1074,-145.0800018310547
1682342111.9537077,1075,-163.22999572753906
1682342112.3523753,1078,-187.24000549316406
1682342112.481338,1079,-185.44000244140625
1682342112.7873383,1081,-152.2100067138672
1682342112.9313035,1082,-182.80999755859375
1682342113.065555,1083,-223.89999389648438
1682342113.193651,1084,-177.86000061035156
1682342113.4621923,1086,-190.14999389648438
1682342113.5955904,1087,-161.5399932861328
1682342113.7468703,1088,-153.24000549316406
1682342114.2895873,1092,-176.25
1682342114.42961,1093,-146.94000244140625
1682342114.55517,1094,-139.67999267578125
1682342115.213874,1099,-154.22000122070312
1682342115.5002556,1101,-182.10000610351562
1682342115.7731836,1103,-210.10000610351562
1682342115.9166448,1104,-149.13999938964844
1682342116.0512116,1105,-204.1699981689453
1682342116.4488046,1108,-185.33999633789062
1682342116.5802276,1109,-180.5399932861328
1682342116.717909,1110,-167.74000549316406
1682342116.8578997,1111,-152.6999969482422
1682342116.9961984,1112,-190.30999755859375
1682342117.1258743,1113,-188.7100067138672
1682342117.260252,1114,-190.8800048828125
