suit; 0.8419662714004517 ; 0.9918437004089355 ; 0.9999606609344482
nt; 0.7266700267791748 ; 0.9496300220489502 ; 0.9978100061416626
suit; 0.8284749984741211 ; 0.9905218482017517 ; 0.9999568462371826
nt; 0.7055950164794922 ; 0.9425125122070312 ; 0.9973400235176086
suit; 0.843903124332428 ; 0.9922318458557129 ; 0.9999606609344482
nt; 0.7244549989700317 ; 0.9497324824333191 ; 0.9978824853897095
suit; 0.8337493538856506 ; 0.9910462498664856 ; 0.9999569058418274
nt; 0.7195749878883362 ; 0.9487550258636475 ; 0.9978824853897095
suit; 0.8431693315505981 ; 0.9919105768203735 ; 0.9999600052833557
nt; 0.7279275059700012 ; 0.9504550099372864 ; 0.9979525208473206
suit; 0.8427450656890869 ; 0.9921125173568726 ; 0.9999575018882751
nt; 0.7230899930000305 ; 0.9492499828338623 ; 0.9977924823760986
suit; 0.8406755924224854 ; 0.9917106628417969 ; 0.999952495098114
nt; 0.721482515335083 ; 0.9476624727249146 ; 0.9976674914360046
suit; 0.8411518931388855 ; 0.991628110408783 ; 0.9999637603759766
nt; 0.7249400019645691 ; 0.9492599964141846 ; 0.9977099895477295
suit; 0.8380812406539917 ; 0.9914668798446655 ; 0.9999587535858154
nt; 0.7217174768447876 ; 0.9495450258255005 ; 0.9979649782180786
suit; 0.8412200212478638 ; 0.991735577583313 ; 0.9999606013298035
nt; 0.7257524728775024 ; 0.948882520198822 ; 0.9978424906730652
